id,timestamp,source_paper,doi,author,system,type,pearl,remarks,file_name,topic
0,27-06-2026 14:11,Experts’ recommendations for the management of adult patients with cardiogenic shock,10.1016/j.acvd.2026.02.001,Nadia Aissaoui et al.,Cardiology,Guideline,"For patients with cardiogenic shock, utilize a multidisciplinary 'Shock Team' consisting of at least a heart failure specialist, an interventional cardiologist, and an intensivist or cardiac anesthesiologist to facilitate rapid SCAI staging and collaborative decision-making regarding temporary mechanical circulatory support (t-MCS).",,3.5flash_1-s2.0-S1875213626000513.json,"cardiogenic shock, clinical systems"
1,27-06-2026 14:13,JCS 2026 Guideline on the Management of Infective Endocarditis,10.1253/circj.CJ-25-0987,Chisato Izumi et al.,Cardiology,Guideline,"Staphylococcus aureus (especially MRSA) has surpassed viridans group streptococci as the most common and virulent pathogen in developed countries, causing rapid valvular destruction, perivalvular abscesses, and systemic embolization.",,advpub_CJ-25-0987 (1).json,"microbiology, infectious diseases"
2,27-06-2026 14:13,JCS 2026 Guideline on the Management of Infective Endocarditis,10.1253/circj.CJ-25-0987,Chisato Izumi et al.,Cardiology,Guideline,"Under the 2023 Duke-ISCVID criteria, a definitive clinical diagnosis of infective endocarditis requires the presence of either 2 major criteria, 1 major and 3 minor criteria, or 5 minor criteria.",,advpub_CJ-25-0987 (1).json,"infective endocarditis, diagnostics"
3,27-06-2026 14:13,JCS 2026 Guideline on the Management of Infective Endocarditis,10.1253/circj.CJ-25-0987,Chisato Izumi et al.,Cardiology,Guideline,"To satisfy the major microbiological criterion, typical pathogens (such as S. aureus, S. lugdunensis, E. faecalis, VGS, and HACEK) must be isolated from at least 2 separate blood culture sets, whereas less common pathogens require isolation from at least 3 separate sets.",,advpub_CJ-25-0987 (1).json,"microbiology, blood cultures"
4,27-06-2026 14:13,JCS 2026 Guideline on the Management of Infective Endocarditis,10.1253/circj.CJ-25-0987,Chisato Izumi et al.,Cardiology,Guideline,"Major microbiological criteria for intracellular pathogens are met with a positive PCR for Coxiella burnetii, Bartonella spp., or Tropheryma whipplei, an IgG anti-phase I titer for C. burnetii > 1:800, or an IFA IgG titer >= 1:800 for B. henselae or B. quintana.",,advpub_CJ-25-0987 (1).json,"infectious diseases, diagnostics"
5,27-06-2026 14:13,JCS 2026 Guideline on the Management of Infective Endocarditis,10.1253/circj.CJ-25-0987,Chisato Izumi et al.,Cardiology,Guideline,"When using 18F-FDG PET/CT to identify abnormal metabolic activity as a major imaging criterion, the prosthetic valve must have been implanted for at least 3 months to avoid false-positive results from physiological postoperative inflammation.",,advpub_CJ-25-0987 (1).json,"imaging, diagnostics"
6,27-06-2026 14:13,JCS 2026 Guideline on the Management of Infective Endocarditis,10.1253/circj.CJ-25-0987,Chisato Izumi et al.,Cardiology,Guideline,"Glomerulonephritis qualifies as an immunological minor criterion for infective endocarditis and is clinically defined by acute kidney injury associated with hematuria, proteinuria, red cell casts, or hypocomplementemia.",,advpub_CJ-25-0987 (1).json,"nephrology, diagnostics"
7,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,"For septic shock, initial management requires prompt administration of broad-spectrum antibiotics and fluid resuscitation within the first hour.",,1-s2.0-S2110582026001408-main.json,"sepsis, resuscitation, antibiotics"
8,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,"Vasopressors should be initiated early in septic shock; norepinephrine is the preferred agent, with a target Mean Arterial Pressure (MAP) of 65 mmHg.",,1-s2.0-S2110582026001408-main.json,"hemodynamics, vasopressors, septic shock"
9,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,"If MAP remains below 65 mmHg despite initial fluid resuscitation and norepinephrine, consider adding vasopressin or epinephrine as second-line agents.",,1-s2.0-S2110582026001408-main.json,"hemodynamics, vasopressors, septic shock"
10,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,"A lactate level >2 mmol/L suggests tissue hypoperfusion and requires aggressive management (e.g., fluids, vasopressors).",,1-s2.0-S2110582026001408-main.json,"metabolic derangements, resuscitation, sepsis"
11,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,"Source control is paramount in septic shock; identify and manage all potential foci of infection (e.g., abscesses, infected lines).",,1-s2.0-S2110582026001408-main.json,"sepsis, source control, infection management"
12,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,"In patients with acute respiratory failure requiring mechanical ventilation, PEEP titration should be individualized based on oxygenation goals and hemodynamic stability.",,1-s2.0-S2110582026001408-main.json,"ventilation, ARDS, oxygenation"
13,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,Consider prone positioning for severe Acute Respiratory Distress Syndrome (ARDS) if the patient is hemodynamically stable and has refractory hypoxemia despite optimal ventilator settings.,,1-s2.0-S2110582026001408-main.json,"ventilation, ARDS, body position"
14,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,Daily reassessment of sedation needs and weaning readiness is crucial to minimize ventilator-associated pneumonia (VAP) risk.,,1-s2.0-S2110582026001408-main.json,"sedation, ventilation, complications"
15,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,Early mobilization protocols should be initiated as soon as medically stable to prevent muscle atrophy and improve pulmonary function in critically ill patients.,,1-s2.0-S2110582026001408-main.json,"rehabilitation, critical care, physical therapy"
16,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,"Targeting a SpO2 of 90-96% is generally appropriate for ventilated ARDS patients, avoiding excessive oxygen delivery that can cause oxygen toxicity.",,1-s2.0-S2110582026001408-main.json,"ventilation, ARDS, oxygenation"
17,30-06-2026 14:00,Capillary refill time changes are associated with Vascular Waterfall response in post-cardiac surgery patients,10.1016/j.aicoj.2026.100105,"Stefan Andrei, Stéphane Bar, Maxime Nguyen, Bélaid Bouhemad, Dan Longrois, Pierre-Grégoire Guinot",Other,Other,Continuous renal replacement therapy (CRRT) may be preferred over intermittent hemodialysis in critically ill patients with acute kidney injury due to better hemodynamic stability and lower bleeding risk.,,1-s2.0-S2110582026001408-main.json,"renal failure, dialysis, critical care"
18,2026-06-30 14:06:08,Diagnostic and Prognostic Value of the Venous Excess Ultrasound Grading System: A Systematic Review and Meta-Analysis,10.1097/CCM.0000000000007219,Peter Klompmaker et al.,Other,review,"VExUS is an ultrasound protocol integrating IVC diameter (≥2 cm) and Doppler flow patterns of hepatic, portal, and intrarenal veins to assess fluid tolerance.",,diagnostic_and_prognostic_value_of_the_venous.875.json,"ultrasound, fluid management"
19,2026-06-30 14:06:08,Diagnostic and Prognostic Value of the Venous Excess Ultrasound Grading System: A Systematic Review and Meta-Analysis,10.1097/CCM.0000000000007219,Peter Klompmaker et al.,Other,review,"In cardiac patients, VExUS grade 2 or higher significantly predicts AKI (pooled OR 4.44) and mortality (pooled OR 3.17).",,diagnostic_and_prognostic_value_of_the_venous.875.json,"cardiac medicine, prognosis, kidney injury"
20,2026-06-30 14:06:08,Diagnostic and Prognostic Value of the Venous Excess Ultrasound Grading System: A Systematic Review and Meta-Analysis,10.1097/CCM.0000000000007219,Peter Klompmaker et al.,Other,review,"For general critically ill patients, only VExUS grade 3 is significantly associated with increased risk of all-cause mortality (OR 2.42).",,diagnostic_and_prognostic_value_of_the_venous.875.json,"critical care, prognosis, fluid management"
21,2026-06-30 14:06:08,Diagnostic and Prognostic Value of the Venous Excess Ultrasound Grading System: A Systematic Review and Meta-Analysis,10.1097/CCM.0000000000007219,Peter Klompmaker et al.,Other,review,VExUS should be interpreted as a marker of 'reduced fluid tolerance' rather than solely volume overload.,,diagnostic_and_prognostic_value_of_the_venous.875.json,"fluid management, pathophysiology"
22,2026-06-30 14:06:08,Diagnostic and Prognostic Value of the Venous Excess Ultrasound Grading System: A Systematic Review and Meta-Analysis,10.1097/CCM.0000000000007219,Peter Klompmaker et al.,Other,review,"When VExUS is grade 2 or 3, clinicians must carefully consider the risks associated with further fluid administration.",,diagnostic_and_prognostic_value_of_the_venous.875.json,"fluid management, risk assessment"
23,2026-06-30 14:06:08,Diagnostic and Prognostic Value of the Venous Excess Ultrasound Grading System: A Systematic Review and Meta-Analysis,10.1097/CCM.0000000000007219,Peter Klompmaker et al.,Other,review,"VExUS grades are useful for detecting elevated RAP (>10 mm Hg), showing a sensitivity of 87% and specificity of 90% when grade 2 or higher is present.",,diagnostic_and_prognostic_value_of_the_venous.875.json,"ultrasound, hemodynamic monitoring"
24,2026-06-30 14:07:39,"Central Venous Pressure Revisited: Physiology, Pitfalls, Misconceptions, and Modern Clinical Interpretation in Critical Care",10.3390/jcm15114227,Cesare Biuzzi et al.,Other,review,"Never administer fluids solely to 'normalize' a low CVP; instead, monitor the change in CVP during a bolus: if it rises by > 3 mmHg without increased cardiac output/stroke volume, stop infusion immediately.",,jcm-15-04227.json,"hemodynamics, fluid management"
25,2026-06-30 14:07:39,"Central Venous Pressure Revisited: Physiology, Pitfalls, Misconceptions, and Modern Clinical Interpretation in Critical Care",10.3390/jcm15114227,Cesare Biuzzi et al.,Other,review,"In septic shock or cardiorenal syndrome, target maintaining renal perfusion gradient (MAP - CVP) rather than normalizing CVP to maximize kidney function and avoid positive fluid balances.",,jcm-15-04227.json,"renal perfusion, sepsis, hemodynamics"
26,2026-06-30 14:07:39,"Central Venous Pressure Revisited: Physiology, Pitfalls, Misconceptions, and Modern Clinical Interpretation in Critical Care",10.3390/jcm15114227,Cesare Biuzzi et al.,Other,review,Integrate CVP monitoring with bedside echocardiography and VExUS Doppler grading to create a comprehensive 'congestion profile' before initiating any fluid removal or aggressive resuscitation.,,jcm-15-04227.json,"hemodynamics, point-of-care ultrasound, congestion assessment"
27,2026-06-30 14:07:39,"Central Venous Pressure Revisited: Physiology, Pitfalls, Misconceptions, and Modern Clinical Interpretation in Critical Care",10.3390/jcm15114227,Cesare Biuzzi et al.,Other,review,CVP must be measured at end-expiration (or zeroed accordingly) to minimize the overestimation of preload caused by mechanical ventilation and PEEP.,,jcm-15-04227.json,"measurement technique, respiratory physiology"
28,2026-06-30 14:07:39,"Central Venous Pressure Revisited: Physiology, Pitfalls, Misconceptions, and Modern Clinical Interpretation in Critical Care",10.3390/jcm15114227,Cesare Biuzzi et al.,Other,review,"The Mean Perfusion Pressure (MPP = MAP - CVP) is a critical determinant of organ perfusion; elevated CVP directly narrows this gradient, impairing renal function even if MAP is maintained.",,jcm-15-04227.json,"organ perfusion, hemodynamics, kidney"
29,2026-06-30 14:07:39,"Central Venous Pressure Revisited: Physiology, Pitfalls, Misconceptions, and Modern Clinical Interpretation in Critical Care",10.3390/jcm15114227,Cesare Biuzzi et al.,Other,review,"A rapid, disproportionate rise in CVP (e.g., delta CVP > 2-3 mmHg) during a fluid challenge without increased stroke volume indicates limited fluid tolerance and requires immediate cessation of fluids.",,jcm-15-04227.json,"fluid management, hemodynamic monitoring"
30,2026-06-30 14:07:39,"Central Venous Pressure Revisited: Physiology, Pitfalls, Misconceptions, and Modern Clinical Interpretation in Critical Care",10.3390/jcm15114227,Cesare Biuzzi et al.,Other,review,The historical goal-directed target for static CVP (8-12 mmHg or 12-15 mmHg in mechanically ventilated patients) has been abandoned by major guidelines due to lack of survival benefit in septic shock.,,jcm-15-04227.json,"sepsis, resuscitation guidelines, clinical updates"
31,2026-06-30 14:11:01,"The Intra-aortic Balloon Pump: A Focused Review of Physiology, Transport Logistics, Mechanics, and Complications",10.1016/j.jscai.2024.101337,"Lauren E. Gillespie, MD et al.",Other,review,Mandatory neurovascular checks must be performed pre- and post-transport for IABP patients to monitor for limb ischemia and radial pulse changes.,,PIIS2772930324000681.json,"IABP, transport, monitoring"
32,2026-06-30 14:11:01,"The Intra-aortic Balloon Pump: A Focused Review of Physiology, Transport Logistics, Mechanics, and Complications",10.1016/j.jscai.2024.101337,"Lauren E. Gillespie, MD et al.",Other,review,"For IABP timing errors (early/late inflation or deflation), 'Automode' should be used for correction rather than manual adjustment.",,PIIS2772930324000681.json,"IABP, troubleshooting, mechanics"
33,2026-06-30 14:11:01,"The Intra-aortic Balloon Pump: A Focused Review of Physiology, Transport Logistics, Mechanics, and Complications",10.1016/j.jscai.2024.101337,"Lauren E. Gillespie, MD et al.",Other,review,"During CPR, continue IABP support and switch to pressure trigger mode if the ECG signal is unreliable due to artifact.",,PIIS2772930324000681.json,"IABP, cardiac arrest, pacing"
34,2026-06-30 14:11:01,"The Intra-aortic Balloon Pump: A Focused Review of Physiology, Transport Logistics, Mechanics, and Complications",10.1016/j.jscai.2024.101337,"Lauren E. Gillespie, MD et al.",Other,review,A 'Rapid Gas Loss' alarm indicates possible balloon rupture; immediately stop the pump and prepare for catheter removal.,,PIIS2772930324000681.json,"IABP, troubleshooting, complications"
35,2026-06-30 14:11:01,"The Intra-aortic Balloon Pump: A Focused Review of Physiology, Transport Logistics, Mechanics, and Complications",10.1016/j.jscai.2024.101337,"Lauren E. Gillespie, MD et al.",Other,review,"The IABP battery life is typically 2-2.25 hours, necessitating that backup power sources are always available during transport.",,PIIS2772930324000681.json,"IABP, logistics, equipment"
36,2026-06-30 14:11:01,"The Intra-aortic Balloon Pump: A Focused Review of Physiology, Transport Logistics, Mechanics, and Complications",10.1016/j.jscai.2024.101337,"Lauren E. Gillespie, MD et al.",Other,review,Maintain the head of bed at less than 30 degrees (<30°) during IABP transport to prevent femoral catheter kinking or bleeding.,,PIIS2772930324000681.json,"IABP, transport, positioning"
37,2026-06-30 14:11:01,"The Intra-aortic Balloon Pump: A Focused Review of Physiology, Transport Logistics, Mechanics, and Complications",10.1016/j.jscai.2024.101337,"Lauren E. Gillespie, MD et al.",Other,review,The device functions via counterpulsation: inflating in diastole (T-P interval) to increase coronary perfusion pressure and deflating in systole (QRS-T interval) to reduce left ventricular afterload.,,PIIS2772930324000681.json,"IABP, physiology, mechanics"
38,2026-06-30 14:11:59,Bridging strategies for heart-lung transplantation: Current concepts and mechanical support modalities,10.1016/j.jhlto.2026.100589,"K. Hoetzenecker, J.W. Stokes, M. Bacchetta, and O. Mercier",Other,review,"Prioritize 'sports-mode' ECMO for stable HLTx candidates needing longer bridge times to maintain ambulation, utilizing surgical graft implantation into the subclavian artery and internal jugular vein.",,PIIS2950133426001102.json,"ECMO, cardiac support"
39,2026-06-30 14:11:59,Bridging strategies for heart-lung transplantation: Current concepts and mechanical support modalities,10.1016/j.jhlto.2026.100589,"K. Hoetzenecker, J.W. Stokes, M. Bacchetta, and O. Mercier",Other,review,"When using VA-ECMO in patients with LV failure, monitor for LV distention and pulmonary congestion; decompression methods include atrial septostomy, IABP, Impella, or direct LV venting.",,PIIS2950133426001102.json,"LV failure, mechanical support"
40,2026-06-30 14:11:59,Bridging strategies for heart-lung transplantation: Current concepts and mechanical support modalities,10.1016/j.jhlto.2026.100589,"K. Hoetzenecker, J.W. Stokes, M. Bacchetta, and O. Mercier",Other,review,"In Eisenmenger patients, assess bleeding risk due to extensive collateralization before initiating ECMO.",,PIIS2950133426001102.json,"Eisenmenger syndrome, hemorrhage"
41,2026-06-30 14:11:59,Bridging strategies for heart-lung transplantation: Current concepts and mechanical support modalities,10.1016/j.jhlto.2026.100589,"K. Hoetzenecker, J.W. Stokes, M. Bacchetta, and O. Mercier",Other,review,"Multidisciplinary team involvement is mandatory for selecting the appropriate ECMO configuration based on patient pathophysiology (e.g., LV/RV failure, shunt dynamics).",,PIIS2950133426001102.json,"critical care, decision making"
42,2026-06-30 14:11:59,Bridging strategies for heart-lung transplantation: Current concepts and mechanical support modalities,10.1016/j.jhlto.2026.100589,"K. Hoetzenecker, J.W. Stokes, M. Bacchetta, and O. Mercier",Other,review,"For Eisenmenger patients with an ASD, a dual-lumen cannula can be positioned to direct oxygenated blood across the defect to improve systemic oxygenation.",,PIIS2950133426001102.json,"ECMO, shunting"
43,2026-06-30 14:11:59,Bridging strategies for heart-lung transplantation: Current concepts and mechanical support modalities,10.1016/j.jhlto.2026.100589,"K. Hoetzenecker, J.W. Stokes, M. Bacchetta, and O. Mercier",Other,review,The V-PA ECMO (Oxy-RVAD) is currently not recommended as a standard bridging protocol for HLTx due to limited data.,,PIIS2950133426001102.json,"mechanical support, guidelines"
44,2026-06-30 14:18:02,"Echocardiography before non-cardiac surgery: current knowledge, guideline recommendations, and clinical evidence – a narrative review",10.1007/s10877-026-01457-5,"Viktoria Mertin, Alexandra Stroda, Tobias Bruns, Giovanna Lurati Buse",Other,review,"Avoid routine preoperative TTE in asymptomatic, stable patients due to lack of evidence for improved clinical outcomes.",,s10877-026-01457-5.json,"echocardiography, screening"
45,2026-06-30 14:18:02,"Echocardiography before non-cardiac surgery: current knowledge, guideline recommendations, and clinical evidence – a narrative review",10.1007/s10877-026-01457-5,"Viktoria Mertin, Alexandra Stroda, Tobias Bruns, Giovanna Lurati Buse",Other,review,"Utilize Focused Cardiac Ultrasound (FOCUS) as a targeted tool for specific clinical questions (e.g., suspected heart failure or valvular disease) rather than broad screening.",,s10877-026-01457-5.json,"focused ultrasound, diagnosis"
46,2026-06-30 14:18:02,"Echocardiography before non-cardiac surgery: current knowledge, guideline recommendations, and clinical evidence – a narrative review",10.1007/s10877-026-01457-5,"Viktoria Mertin, Alexandra Stroda, Tobias Bruns, Giovanna Lurati Buse",Other,review,"Prioritize clinical assessment (symptoms, functional capacity, biomarkers like NT-proBNP) over indiscriminate imaging when assessing patients for non-cardiac surgery.",,s10877-026-01457-5.json,"clinical assessment, risk stratification"
47,2026-06-30 14:18:02,"Echocardiography before non-cardiac surgery: current knowledge, guideline recommendations, and clinical evidence – a narrative review",10.1007/s10877-026-01457-5,"Viktoria Mertin, Alexandra Stroda, Tobias Bruns, Giovanna Lurati Buse",Other,review,"The ESC 2022 guidelines recommend preoperative echocardiography Class I for symptomatic patients, genetic cardiomyopathy, or high-risk non-cardiac surgery with poor functional capacity/high NT-proBNP.",,s10877-026-01457-5.json,"guidelines, preoperative echo"
48,2026-06-30 14:18:02,"Echocardiography before non-cardiac surgery: current knowledge, guideline recommendations, and clinical evidence – a narrative review",10.1007/s10877-026-01457-5,"Viktoria Mertin, Alexandra Stroda, Tobias Bruns, Giovanna Lurati Buse",Other,review,The ESC 2022 guidelines suggest FOCUS (Class IIb) for intermediate-risk non-cardiac surgery if the patient has poor functional capacity or high NT-proBNP to avoid surgical delay.,,s10877-026-01457-5.json,"focused ultrasound, risk stratification"
49,2026-06-30 14:18:02,"Echocardiography before non-cardiac surgery: current knowledge, guideline recommendations, and clinical evidence – a narrative review",10.1007/s10877-026-01457-5,"Viktoria Mertin, Alexandra Stroda, Tobias Bruns, Giovanna Lurati Buse",Other,review,"The AHA/ACC 2024 guidelines recommend preoperative echocardiography Class I for patients with new dyspnea, physical exam findings of heart failure, or suspected severe valvular disease.",,s10877-026-01457-5.json,"guidelines, preoperative echo"
50,2026-06-30 14:18:02,"Echocardiography before non-cardiac surgery: current knowledge, guideline recommendations, and clinical evidence – a narrative review",10.1007/s10877-026-01457-5,"Viktoria Mertin, Alexandra Stroda, Tobias Bruns, Giovanna Lurati Buse",Other,review,The AHA/ACC 2024 guidelines suggest FOCUS (Class IIb) for known LV dysfunction (stable) or previously documented LV dysfunction without TTE in >12 months.,,s10877-026-01457-5.json,"focused ultrasound, monitoring"
51,2026-06-30 14:19:08,"The gut–heart axis in sepsis-induced cardiomyopathy: pathophysiology, microbial metabolites, and cardiovascular insights",https://doi.org/10.1186/s40001-026-04401-0,Zhaokai Li and Guoqiang Zhang,Other,review,Interventions for sepsis-induced cardiomyopathy (SICM) should target the first 24-48 hours of septic shock to stabilize the gut barrier.,,s40001-026-04401-0.json,"sepsis, cardiac care, timing"
52,2026-06-30 14:19:08,"The gut–heart axis in sepsis-induced cardiomyopathy: pathophysiology, microbial metabolites, and cardiovascular insights",https://doi.org/10.1186/s40001-026-04401-0,Zhaokai Li and Guoqiang Zhang,Other,review,Early enteral nutrition with fiber is prioritized in sepsis to support beneficial short-chain fatty acid (SCFA) production.,,s40001-026-04401-0.json,"nutrition, gut health, sepsis"
53,2026-06-30 14:19:08,"The gut–heart axis in sepsis-induced cardiomyopathy: pathophysiology, microbial metabolites, and cardiovascular insights",https://doi.org/10.1186/s40001-026-04401-0,Zhaokai Li and Guoqiang Zhang,Other,review,Clinical trials for SICM should adopt phenotype-enriched designs and utilize cardiac-specific endpoints such as LVEF recovery or vasopressor-free days.,,s40001-026-04401-0.json,"clinical trials, research design, cardiomyopathy"
54,2026-06-30 14:19:08,"The gut–heart axis in sepsis-induced cardiomyopathy: pathophysiology, microbial metabolites, and cardiovascular insights",https://doi.org/10.1186/s40001-026-04401-0,Zhaokai Li and Guoqiang Zhang,Other,review,Avoid indiscriminate use of probiotics in hemodynamically unstable patients due to potential risks of microbial translocation.,,s40001-026-04401-0.json,"probiotics, sepsis, safety"
55,2026-06-30 14:19:08,"The gut–heart axis in sepsis-induced cardiomyopathy: pathophysiology, microbial metabolites, and cardiovascular insights",https://doi.org/10.1186/s40001-026-04401-0,Zhaokai Li and Guoqiang Zhang,Other,review,"Butyrate is a protective SCFA that activates GPR43/GPR41/GPR109A and reduces cytokine storms, suggesting cardioprotective potential in sepsis.",,s40001-026-04401-0.json,"metabolites, SCFAs, cardiomyopathy"
56,2026-06-30 14:19:08,"The gut–heart axis in sepsis-induced cardiomyopathy: pathophysiology, microbial metabolites, and cardiovascular insights",https://doi.org/10.1186/s40001-026-04401-0,Zhaokai Li and Guoqiang Zhang,Other,review,Indole-3-propionic acid (IPA) protects against cardiomyocyte injury by activating AhR and inhibiting NF-kB/NLRP3 pathways.,,s40001-026-04401-0.json,"metabolites, gut axis, inflammation"
57,2026-06-30 14:19:08,"The gut–heart axis in sepsis-induced cardiomyopathy: pathophysiology, microbial metabolites, and cardiovascular insights",https://doi.org/10.1186/s40001-026-04401-0,Zhaokai Li and Guoqiang Zhang,Other,review,"Activation of FXR and TGR5 using bile acids (e.g., Obeticholic acid or UDCA) shows promise in preserving mitochondrial integrity and reducing reactive oxygen species (ROS).",,s40001-026-04401-0.json,"bile acids, metabolism, mitochondria"
58,2026-06-30 14:19:44,The Effect of Restrictive vs Liberal Blood Transfusion Strategy on Subsequent Myocardial Infarction Type,10.1016/j.jacadv.2026.102836,Andrew P. DeFilippis et al.,Other,rct,"In patients with MI and anemia, the choice between a restrictive or liberal blood transfusion strategy does not differentially affect the risk of subsequent Myocardial Infarction (MI), regardless of whether it is Type 1 or Type 2.",,1-s2.0-S2772963X26002577-main.json,"blood transfusion, myocardial infarction"
59,2026-06-30 14:20:53,Magnesium Sulfate to Prevent Perioperative Atrial Fibrillation in Cardiac Surgery: A Randomized Clinical Trial,10.1097/CCM.0000000000007162,"Manon Meerman, MD et al.",Other,rct,Routine prophylactic IV magnesium sulfate targeting 1.5-2.0 mmol/L does not prevent postoperative atrial fibrillation (POAF) in cardiac surgery patients and may increase vasopressor requirements.,,magnesium_sulfate_to_prevent_perioperative_atrial.847.json,"cardiac surgery, arrhythmias, magnesium sulfate"
60,2026-06-30 14:20:53,Magnesium Sulfate to Prevent Perioperative Atrial Fibrillation in Cardiac Surgery: A Randomized Clinical Trial,10.1097/CCM.0000000000007162,"Manon Meerman, MD et al.",Other,rct,"Aggressive magnesium supplementation may cause vasodilation, potentially increasing the requirement for vasopressors like noradrenaline in the early postoperative period (40.2% vs 28.6%; p=0.05).",,magnesium_sulfate_to_prevent_perioperative_atrial.847.json,"hemodynamics, vasopressors, magnesium sulfate"
61,2026-06-30 14:20:53,Magnesium Sulfate to Prevent Perioperative Atrial Fibrillation in Cardiac Surgery: A Randomized Clinical Trial,10.1097/CCM.0000000000007162,"Manon Meerman, MD et al.",Other,rct,The primary focus of electrolyte management should be correcting hypomagnesemia (< 1.0 mmol/L) rather than aiming for prophylactic hypermagnesemia.,,magnesium_sulfate_to_prevent_perioperative_atrial.847.json,"electrolytes, magnesium sulfate, critical care"
